Code,Nx,Ny
4713061500,100,91
4713062100,100,91
4713063000,100,90
4713065000,101,89
4713066000,101,90
4715000000,80,96
4715025000,83,97
4715031000,81,95
4715032000,82,95
4715034000,81,97
4715035000,81,98
4715036000,80,97
4715037000,79,96
4715038000,79,96
4715039000,80,94
4715040000,80,94
4715041000,79,94
4715042000,79,93
4715043000,77,93
4715044000,78,91
4715045000,79,91
4715051600,80,96
4715053600,80,96
4715056500,80,95
4715057500,80,96
4715059500,80,96
4715061000,81,96
4715064000,81,96
4717000000,91,106
4717025000,88,106
4717031000,91,107
4717032000,90,108
4717033000,90,107
4717034000,87,105
4717035000,90,104
4717036000,90,105
4717037000,91,105
4717038000,92,105
4717039000,94,103
4717040000,94,106
4717041000,93,108
4717042000,92,110
4717043000,91,110
4717051000,91,106
4717052000,91,106
4717055500,91,105
4717058500,90,106
4717060000,90,106
4717062000,90,106
4717063000,90,106
4717065000,90,106
4717066000,90,106
4717069000,91,105
4719000000,84,96
4719025000,83,98
4719025300,84,97
4719025600,86,97
4719031000,82,99
4719032000,83,100
4719033000,84,100
4719034000,85,97
4719036000,87,96
4719051000,84,96
4719053500,84,96
4719055100,84,96
4719055500,84,96
4719056500,84,96
4719058200,84,96
4719058300,84,95
4719059000,85,96
4719060000,85,96
4719061000,85,96
4719063000,85,95
4719064500,84,95
4719066000,85,95
4719067000,86,95
4719068000,86,95
4719069000,86,96
4719070000,85,95
4721000000,89,111
4721025000,87,112
4721031000,89,111
4721032000,90,109
4721033000,89,110
4721034000,88,110
4721035000,87,112
4721036000,87,112
4721037000,88,113
4721038000,88,114
4721039000,89,115
4721051000,89,111
4721052500,89,111
4721055000,89,111
4721056000,89,111
4721059000,89,111
4721060000,89,111
4721061000,89,111
4721062000,89,111
4721063000,88,111
4723000000,95,93
4723025000,94,92
4723031000,93,93
4723032000,92,94
4723033000,93,94
4723034000,94,96
4723035000,94,95
4723036000,96,95
4723037000,95,94
4723038000,97,94
4723039000,96,92
4723040000,94,91
4723051000,95,93
4723052000,95,93
4723053500,95,93
4723054000,95,93
4723055500,95,93
4725000000,81,102
4725025000,81,105
4725031000,83,102
4725032500,82,103
4725033000,82,101
4725034000,80,100
4725035000,80,99
4725036000,80,101
4725037000,79,102
4725038000,77,100
4725039000,77,100
4725040000,77,101
4725041000,77,103
4725042000,77,105
4725043000,80,103
4725044000,79,105
4725045000,81,104
4725046000,80,106
4725047000,76,103
4725052000,81,102
4725053000,81,102
4725054000,81,102
4725055000,81,102
4725056000,81,102
4725057000,81,102
4728000000,81,106
4728025000,80,109
4728025300,79,107
4728031000,82,106
4728032000,82,106
4728033000,82,107
4728034000,82,107
4728035000,83,110
4728036000,80,108
4728037000,78,106
4728057000,81,106
4728058000,81,106
4728059000,82,106
4728060000,81,107
4728061000,81,106
4729000000,91,90
4729025000,93,91
4729025300,93,91
4729025600,92,90
4729031000,93,92
4729033000,93,89
4729034000,94,89
4729035000,93,89
4729037000,91,88
4729051000,91,90
4729052000,91,89
4729053000,91,89
4729054100,91,89
4729054200,91,90
4729055000,92,90
4729056000,92,89
4772000000,88,99
4772025000,88,98
4772031000,86,99
4772032000,88,97
4772033000,90,95
4772034000,90,98
4772035000,91,97
4772036000,90,96
4772038000,92,96
4773000000,90,101
4773025000,90,101
4773031000,90,102
4773032000,91,103
4773033000,92,102
4773034000,92,100
4773035000,92,99
4773036000,91,98
4773037000,90,99
4773038000,88,100
4773039000,87,101
4773040000,86,101
4773041000,85,101
4773042000,85,102
4773043000,86,102
4773044000,84,103
4773045000,87,103
4773046000,88,101
4773047000,86,103
4775000000,96,103
4775025000,96,103
4775031500,98,101
4775032000,97,101
4775033000,96,100
4775034000,94,100
4775035000,95,100
4775036000,96,104
4775037000,96,105
4776000000,97,108
4776025000,97,108
4776031000,97,106
4776032000,96,108
4776033000,98,109
4776034000,99,110
4776035000,98,106
4777000000,102,103
4777025000,102,103
4777031000,102,102
4777032000,102,100
4777033000,101,102
4777034000,100,103
4777035000,103,105
4777036000,103,105
4777037000,103,107
4777038000,102,106
4782000000,91,86
4782025000,91,86
4782025300,92,86
4782031000,90,85
4782032000,89,85
4782033000,89,86
4782034000,90,86
4782035000,95,87
4782036000,94,87
4782037000,94,86
4783000000,83,87
4783025300,83,87
4783031000,82,88
4783032000,84,88
4783033000,85,88
4783034000,86,89
4783035000,85,87
4783036000,84,86
4783037000,83,86
4784000000,83,91
4784025000,83,91
4784031000,85,91
4784032000,84,90
4784033000,82,89
4784034000,81,91
4784035000,81,91
4784036000,82,91
4784037000,82,92
4784038000,83,93
4784039000,84,92
4785000000,85,93
4785025000,85,93
4785025300,84,94
4785025600,85,94
4785031000,87,92
4785032000,88,93
4785033000,88,95
4785036000,85,94
4785037000,85,93
4790000000,86,107
4790025000,86,107
4790031000,85,108
4790034000,87,109
4790035000,87,108
4790036000,86,106
4790037000,85,107
4790038000,83,106
4790039000,84,106
4790040000,85,105
4790041000,83,104
4790042000,85,110
4790043000,86,109
4792000000,90,113
4792025000,91,113
4792031000,90,115
4792032000,92,113
4792033000,93,113
4792034000,94,114
4792035000,95,114
4792036000,95,111
4792037000,93,112
4792038000,91,111
4792039000,96,116
4793000000,102,115
4793025000,102,115
4793025300,103,110
4793031000,101,118
4793033000,102,115
4793035000,103,111
4793036000,101,109
4793037000,102,117
4793038000,103,109
4793039000,99,114
4793040000,102,114
4794000000,127,127
4794025000,127,127
4794031000,126,127
4794032000,127,129
4794033000,144,123
4800000000,91,77
4812100000,90,77
4812125000,91,78
4812131000,89,79
4812132000,91,79
4812151000,90,77
4812152000,90,77
4812153000,90,77
4812154000,91,77
4812300000,91,76
4812351000,91,77
4812351500,91,77
4812352000,91,77
4812353000,91,76
4812354000,91,76
4812355000,91,76
4812356000,91,76
4812357000,90,76
4812500000,89,76
4812531000,89,74
4812532000,88,74
4812533000,87,74
4812534000,86,74
4812551000,89,75
4812552000,89,75
4812553000,89,76
4812554000,89,76
4812556500,89,76
4812557000,89,76
4812558000,89,76
4812561000,89,76
4812563000,89,76
4812564000,89,76
4812565000,89,76
4812700000,89,76
4812725000,88,77
4812751000,89,76
4812752000,89,76
4812754500,89,77
4812755000,89,77
4812756000,89,77
4812757000,89,77
4812758000,89,77
4812759000,89,77
4812760000,89,77
4812761000,89,77
4812762000,89,76
4812900000,91,75
4812953000,91,75
4812954000,91,75
4812955000,91,75
4812956000,91,75
4812957000,91,75
4812958000,91,75
4812959000,91,75
4812960000,91,75
4812961000,91,75
4812962000,91,75
4812963000,92,74
4812964000,93,75
4812965000,93,74
4817000000,81,75
4817025000,82,75
4817031000,80,75
4817032000,81,74
4817033000,82,73
4817035000,83,75
4817036000,84,75
4817037000,85,75
4817038000,84,75
4817039000,83,76
4817040000,82,77
4817041000,81,76
4817042000,80,76
4817043000,81,78
4817044000,79,76
4817045000,78,76
4817046000,77,75
4817051500,80,75
4817055500,80,76
4817056500,80,75
4817059500,80,76
4817067300,81,75
4817067800,81,75
4817068000,81,75
4817069500,81,76
4817071000,79,75
4817071500,80,75
4817072000,80,75
4817073000,80,75
4817074000,81,75
4817075000,81,75
4822000000,87,68
4822025000,86,67
4822031000,87,68
4822033000,85,69
4822034000,86,69
4822035000,84,63
4822036000,88,66
4822037000,83,68
4822051000,86,68
4822053000,86,68
4822055000,87,68
4822059000,87,68
4822060000,87,68
4822066500,86,68
4822067000,86,68
4822070000,87,68
4824000000,80,71
4824025000,80,73
4824031000,81,72
4824032000,80,72
4824033000,80,71
4824034000,80,74
4824035000,78,72
4824036000,78,74
4824037000,78,71
4824051000,80,70
4824052000,80,70
4824053000,80,70
4824055000,80,70
4824057000,81,70
4824059500,80,71
4825000000,95,77
4825025000,92,78
4825032000,93,77
4825033000,92,77
4825034000,93,79
4825035000,94,79
4825036000,95,78
4825037000,96,77
4825051000,94,77
4825052000,94,77
4825053000,94,77
4825054000,94,77
4825055000,94,77
4825056500,94,76
4825058000,95,77
4825059000,95,77
4825060000,95,77
4825061000,93,76
4825062000,93,76
4825063000,93,76
4827000000,92,83
4827025000,93,80
4827025300,91,80
4827031000,91,83
4827032000,92,84
4827033000,93,83
4827034000,94,84
4827035000,94,83
4827036000,92,81
4827037000,91,81
4827038000,90,82
4827039000,90,83
4827051000,92,82
4827052000,92,82
4827053000,92,82
4827054000,92,82
4827055000,92,83
4831000000,90,69
4831031000,92,68
4831032000,90,68
4831033000,90,66
4831034000,89,68
4831035000,88,68
4831036000,88,70
4831037000,91,70
4831038000,91,71
4831039000,91,71
4831051000,92,69
4831053000,92,69
4831054000,91,69
4831055000,91,69
4831056000,91,69
4831057000,90,69
4831058000,90,69
4831059000,90,69
4831060000,91,69
4833000000,97,79
4833025300,96,78
4833031000,98,79
4833032000,95,80
4833033000,97,81
4833034000,98,82
4833051000,97,79
4833051500,97,79
4833052000,97,79
4833053000,97,79
4833054000,99,81
4833055000,99,81
4833056000,99,80
4833057000,99,80
4872000000,83,78
4872025000,83,78
4872031000,83,78
4872032000,82,79
4872033000,81,79
4872034000,82,77
4872035000,84,79
4872036000,84,80
4872037000,85,80
4872038000,85,82
4872039000,84,81
4872040000,83,82
4872041500,83,81
4872042000,84,81
4873000000,86,77
4873025000,86,77
4873025300,88,78
4873031000,86,77
4873032000,85,77
4873033000,85,78
4873034000,86,79
4873035000,87,79
4873036000,88,79
4873038000,86,77
4873039000,86,76
4874000000,87,83
4874025000,87,83
4874025300,87,80
4874031000,88,84
4874032000,87,85
4874033000,87,85
4874034000,85,84
4874035000,86,82
4874036000,87,84
4874037000,88,82
4874038000,88,81
4874039000,87,81
4874040000,88,81
4874041000,89,80
4874042000,89,81
4882000000,85,71
4882025000,85,71
4882031000,84,70
4882032000,82,70
4882033000,81,70
4882034000,82,71
4882035000,84,72
4882036000,82,72
4882037000,83,74
4882038000,83,73
4882039000,85,73
4882040000,85,73
4882041000,85,73
4882042000,86,72
4882043000,86,71
4884000000,77,68
4884025000,77,68
4884031000,78,67
4884032000,79,65
4884033000,79,67
4884034000,80,65
4884035000,77,66
4884036000,76,67
4884037000,77,69
4884038000,77,69
4884039000,79,68
4885000000,74,73
4885025000,74,73
4885031000,72,75
4885032000,74,75
4885033000,75,73
4885034000,75,73
4885035000,76,72
4885036000,76,70
4885037000,77,72
4885038000,76,72
4885039000,77,74
4885040000,75,74
4885041000,77,75
4885042000,75,70
4886000000,76,80
4886025000,76,80
4886031000,77,81
4886032000,76,81
4886033000,76,82
4886034000,76,80
4886035000,76,78
4886036000,76,77
4886037000,78,78
4886038000,78,78
4886039000,79,79
4886040000,79,80
4887000000,74,82
4887025000,74,82
4887031000,73,80
4887032000,74,82
4887033000,75,81
4887034000,75,82
4887035000,74,83
4887036000,75,85
4887037000,73,85
4887038000,73,86
4887039000,72,83
4887040000,73,83
4888000000,77,86
4888025000,77,86
4888031000,77,87
4888032000,77,89
4888033000,76,89
4888034000,75,88
4888035000,75,87
4888036000,76,86
4888037000,77,85
4888038000,77,86
4888039000,77,84
4888040000,79,87
4888041000,78,88
4889000000,81,84
4889025000,81,84
4889031000,79,85
4889032000,80,86
4889033000,81,88
4889034000,81,87
4889035000,82,84
4889036000,83,83
4889037000,83,84
4889038000,85,85
4889039000,84,84
4889040000,83,83
4889041000,82,83
4889042000,81,81
4889043000,81,80
4889044000,79,81
4889045000,79,83
4889046000,81,83
5000000000,52,38
5011000000,53,38
5011025000,48,36
5011025300,49,37
5011025600,59,38
5011025900,55,39
5011031000,46,35
5011032000,48,48
5011033000,60,38
5011051000,53,38
5011052000,53,38
5011053000,53,38
5011054000,53,38
5011055000,53,38
5011056000,53,38
5011057000,52,38
5011058000,52,38
5011059000,53,38
5011060000,53,38
5011061000,54,38
5011062000,54,38
5011063000,53,37
5011064000,52,38
5011065000,52,38
5011066000,52,38
5011067000,51,38
5011068000,51,38
5011069000,52,38
5013000000,52,33
5013025000,48,32
5013025300,56,33
5013025900,60,37
5013031000,49,32
5013032000,58,34
5013051000,53,32
5013052000,53,32
5013053000,53,32
5013054000,53,32
5013055000,54,33
5013056000,54,33
5013057000,53,33
5013058000,53,33
5013059000,52,32
5013060000,52,32
5013061000,51,32
5013062000,50,32
5019000000,28,8
5019099000,28,8
